V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,Q1.1,Q1.2,Q1.3_1_TEXT,Q1.3_2_TEXT,Q1.3_3_TEXT,Q1.3_4_TEXT,Q1.3_5_TEXT,Q1.3_6_TEXT,Q1.3_7_TEXT,Q1.4,Q1.5_1,Q1.5_2,Q1.5_3,Q1.5_4,Q1.5_5,Q1.5_6,Q1.5_7,Q1.5_7_TEXT,Q1.6,Q1.6_TEXT,Q2.1,Q2.2_1,Q2.2_2,Q2.2_3,Q2.3_1,Q2.3_2,Q2.3_3,Q2.3_4,Q2.4_1,Q2.4_2,Q2.4_3,Q2.4_4,Q3.1,Q3.2_1,Q3.2_2,Q3.2_3,Q3.3_1,Q3.3_2,Q3.3_3,Q3.3_4,Q3.4_1,Q3.4_2,Q3.4_3,Q3.4_4,Q4.1,Q4.2,Q4.3,Q4.4,Q4.5,Q4.6,Q4.7_1,Q4.7_3,Q4.7_4,Q4.7_5,Q4.7_6,Q4.7_7,Q4.8,Q4.9,Q4.10,Q5.1,Q5.2,Q5.3_1,Q5.3_2,Q5.3_3,Q5.3_4,Q5.4,Q5.5_1,Q5.5_2,Q5.5_3,Q5.5_4,Q5.6,Q5.7_1,Q5.7_2,Q5.7_3,Q5.7_4,Q6.1,Q6.2,Q6.3_1,Q6.3_2,Q6.3_3,Q6.3_4,Q6.4,Q6.5_1,Q6.5_2,Q6.5_3,Q6.5_4,Q6.6,Q6.7_1,Q6.7_2,Q6.7_3,Q6.7_4,Q7.1,Q7.2,Q7.3_1,Q7.3_2,Q7.3_3,Q7.3_4,Q7.4,Q7.5_1,Q7.5_2,Q7.5_3,Q7.5_4,Q7.6,Q7.7_1,Q7.7_2,Q7.7_3,Q7.7_4,Q8.1,Q8.2,Q8.3_1,Q8.3_2,Q8.3_3,Q8.3_4,Q8.4,Q8.5_1,Q8.5_2,Q8.5_3,Q8.5_4,Q8.6,Q8.7_1,Q8.7_2,Q8.7_3,Q8.7_4,Q9.1,Q9.2,Q9.3,Q9.4,Q9.5,Q9.6,Q9.7,Q10.1,Q10.2,Q10.3,Q10.4,Q105,Q10.5,Q10.6,Q10.7,Q10.8,Q10.9,Q10.10,Q10.11,Q10.12,Q10.13,Q10.14,Q10.15,Q11.1,Q11.2_1,Q11.2_2,Q11.2_3,Q11.2_4,Q12.1,Q12.2_1,Q12.2_3,Q12.2_4,Q12.2_5,Q12.3_1,Q12.3_3,Q12.3_4,Q12.3_5,Q12.4_1,Q12.4_2,Q12.4_3,Q12.4_4,Q12.5_1,Q12.5_3,Q12.5_4,Q12.6_1,Q12.6_3,Q12.6_4,Q13.1,Q13.2,Q13.3,Q13.4,Q13.5_1,Q13.5_2,Q13.5_3,Q13.5_4,Q13.5_5,Q13.5_6,Q13.5_7,Q13.5_8,Q13.5_9,Q13.5_10,Q13.5_11,Q13.5_11_TEXT,Q13.6_1,Q13.6_2,Q13.6_3,Q13.6_4,Q13.6_5,Q13.6_6,Q13.6_7,Q13.6_8,Q13.6_8_TEXT,Q13.7,Q13.8_1,Q13.8_2,Q13.8_4,Q13.8_5,Q13.8_6,Q13.8_7,Q13.8_8,Q13.8_8_TEXT,Q13.9,Q13.10,Q13.11,Q13.12,Q13.13,Q13.13_TEXT,Q13.14,Q13.15,Q13.16,DO-BR-FL_33,DO-BR-FL_41,DO-BR-FL_40,DO-BR-FL_30,DO-BL-Opinioncredibility,DO-BL-EFSAReputationbarometer,survey.name
R_247bx203q4InEOE,Default Response Set,Anonymous,,,,0,4/9/2019 11:48,4/9/2019 11:59,1,1,1,Firefox,66,Windows NT 10.0,1920x1080,-1,,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:66.0) Gecko/20100101 Firefox/66.0,1,1,,,1,,,,,5,,1,5,9,4,9,4,5,5,11.113,23.145,24.322,4,,,,,,,,,,,,,1,11,1,11,11,1,3,4,2,2,6,4,2,2,1,,,,,,,,,,,,,,,,,1,1,0,0,8.319,0,1,0,0,3.98,0,1,0,0,13.086,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,6,8,9,8,5,1,8,9,3,7,6,4,3,3,4,7,5,6,5,5,3,Siding with industry and experts that feel that risks of chemicals are minimal or absent in normal use. they agree woth experts and select experts in their panels that have the same feelings about risks. There is a large gap between EFSA experts and the scientific academic community. EFSa considers the scientifioc community as irrelevant to their work generally.  ,0,0,109.204,0,1,9,8,8,9,9,7,8,10,3,2,3,5,5,7,8,5,8,8,1,5,1,4,,,1,1,,,,,,,,,,,,1,,,,,,2,,1,,,,,,,,1,,1,1,,,,1,Opinion about EU - treatment,Case - treatment - high risk,,EFSA Reputation barometer,Q9.1|Q9.4|Q9.5|Q9.6|Q9.2|Q9.7|Q9.3,Q10.1|Q10.2|Q10.3|Q10.4|Q105|Q10.14|Q10.7|Q10.9|Q10.6|Q10.11|Q10.15|Q10.13|Q10.10|Q10.5|Q10.8|Q10.12,EFSA_survey2_power_group
R_2VQGlnzFYDmy5IQ,Default Response Set,Anonymous,,,,0,4/9/2019 11:47,4/9/2019 12:10,1,1,1,Chrome,73.0.3683.86,Windows NT 10.0,1920x1080,-1,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/73.0.3683.86 Safari/537.36",1,,,1,,,,,,2,,,,,,,,,,,,,,1,9,9,9,9,10,9,9,9.966,31.204,37.895,4,1,3,1,6,3,1,8,10,8,6,8,10,7,7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,16.031,0,1,0,0,20.432,0,1,0,0,69.999,0,,,,,,,,,,,,,,,,,1,6,4,4,8,6,7,1,7,5,9,8,8,8,9,6,8,8,9,9,5,6,8,Bureaucratic and very very slow... sometimes it feels like they are slow on purpose,2.56,41.728,47.113,4,1,7,7,7,10,4,4,7,10,1,1,2,4,12,12,12,12,12,12,1,3,1,3,,,1,,,,,,,,,,1,,,1,,,,,,2,,,,,1,,,,2,,2,,2,,1,,1,Opinion about EU - control,,Case - control - low risk,EFSA Reputation barometer,Q9.1|Q9.4|Q9.7|Q9.6|Q9.3|Q9.2|Q9.5,Q10.1|Q10.2|Q10.3|Q10.4|Q105|Q10.5|Q10.7|Q10.13|Q10.15|Q10.9|Q10.8|Q10.14|Q10.11|Q10.10|Q10.6|Q10.12,EFSA_survey2_power_group
R_1o5AOksW6wu6TEb,Default Response Set,Anonymous,,,,0,4/9/2019 13:40,4/9/2019 13:51,1,1,1,MSIE,11,Windows NT 6.1,1920x1080,32.0.0,1,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; .NET4.0C; .NET4.0E; InfoPath.3; wbx 1.0.0; rv:11.0) like Gecko,1,1,,1,,,,,,2,,,,,,,,,,,,,,1,9,3,10,8,9,,8,5.691,18.987,27.029,5,1,1,1,1,1,1,10,10,6,9,10,7,8,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,8.352,0,1,0,0,6.819,0,1,0,0,29.421,0,,,,,,,,,,,,,,,,,1,11,2,2,10,10,7,1,4,2,10,10,8,9,9,8,9,8,10,10,10,9,9,Independent credible scientific advise ,4.018,25.633,28.082,2,1,12,3,9,11,12,3,9,11,4,2,5,5,8,4,4,12,12,3,1,4,1,3,,,1,,,,,,,,,,1,,,1,,1,,,,2,,,,,1,,,,2,,2,,1,,,,1,Opinion about EU - control,,Case - control - low risk,EFSA Reputation barometer,Q9.1|Q9.7|Q9.3|Q9.5|Q9.6|Q9.4|Q9.2,Q10.1|Q10.2|Q10.3|Q10.4|Q105|Q10.15|Q10.5|Q10.10|Q10.8|Q10.13|Q10.11|Q10.9|Q10.6|Q10.12|Q10.14|Q10.7,EFSA_survey2_power_group
R_3nwJyE2yU7OoJKF,Default Response Set,Anonymous,,,,0,4/2/2019 15:59,4/2/2019 16:00,0,1,1,Firefox,66,Windows NT 10.0,1920x1080,-1,,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:66.0) Gecko/20100101 Firefox/66.0,1,1,,1,1,,,,,3,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Opinion about EU - treatment,,,,,,EFSA_survey2_power_group
R_7Ukw2kyBw32oFy1,Default Response Set,Anonymous,,,,0,4/9/2019 15:51,4/9/2019 16:02,1,1,1,Firefox,66,Windows NT 10.0,1536x864,-1,,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:66.0) Gecko/20100101 Firefox/66.0,1,,,1,,,,,,3,,1,9,9,9,12,9,12,7,11.297,27.12,29.928,7,,,,,,,,,,,,,1,3,1,3,3,1,7,6,6,8,8,8,6,8,1,,,,,,,,,,,,,,,,,1,1,0,0,9.949,0,1,0,0,5.26,0,1,0,0,43.546,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9,6,4,7,7,4,1,5,5,8,8,9,8,8,7,7,7,8,8,6,8,9,risk assessment,6.004,6.004,11.628,1,1,3,8,10,11,2,2,11,11,1,1,3,4,12,12,9,12,12,7,1,4,2,3,,,,1,,,,,,,,,1,,,1,,,1,,,2,,1,,,,,,,,1,,2,2,,2,,1,Opinion about EU - treatment,Case - treatment - high risk,,EFSA Reputation barometer,Q9.1|Q9.4|Q9.3|Q9.2|Q9.7|Q9.5|Q9.6,Q10.1|Q10.2|Q10.3|Q10.4|Q105|Q10.12|Q10.5|Q10.14|Q10.8|Q10.7|Q10.10|Q10.6|Q10.15|Q10.11|Q10.9|Q10.13,EFSA_survey2_power_group
R_1jZFmiFz7ayh8R4,Default Response Set,Anonymous,,,,0,4/2/2019 16:09,4/2/2019 16:12,0,1,1,MSIE,11,Windows NT 6.1,1920x1080,32.0.0,1,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; .NET4.0C; .NET4.0E; wbx 1.0.0; rv:11.0) like Gecko,1,,,,1,,,,,4,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Opinion about EU - control,,,,,,EFSA_survey2_power_group
R_28D0jZXHnX8406M,Default Response Set,Anonymous,,,,0,4/2/2019 16:07,4/2/2019 16:19,0,1,1,Edge,18.17763,Windows NT 10.0,1536x864,-1,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36 Edge/18.17763",1,,,1,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Opinion about EU - treatment,,,,,,EFSA_survey2_power_group
R_3Hk6pzOB75mhAxV,Default Response Set,Anonymous,,,,0,4/2/2019 16:08,4/2/2019 16:37,0,1,1,Edge,17.17134,Windows NT 10.0,1707x960,-1,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36 Edge/17.17134",1,,,,,,,1,,3,,1,10,10,10,11,11,11,11,5.782,7.871,8.731,4,,,,,,,,,,,,,1,3,1,3,3,1,9,11,11,9,9,9,13,13,1,,,,,,,,,,,,,,,,,1,1,0,0,7.904,0,1,0,0,3.593,0,1,0,0,17.832,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8,6,3,9,9,6,1,2,2,11,9,11,11,11,11,11,11,11,11,11,11,11,Diligent science.,2.756,2.756,10.281,1,1,12,11,11,11,11,11,11,11,3,3,5,5,3,3,3,3,3,3,1,3,2,4,,,,1,,,,,,,,,,,,,,,,1,Industrial development,1,,,,,,,,,,2,,2,2,,2,"Your selection of some questions was not scientifically accurate e.g. asking about 'artificial additives' as a positive or negative. An 'artificial' additive can have the same chemical structure as a 'natural' additive and how can you place items such as AI and GM out of context and expect a fair answer? The question was misleading and populist.  / As a whole, I felt that the survey was biased against a fair report of the agencies and I would expect it to generate misleading outcomes on their independence and industrial influence based on your question structures.",,Opinion about EU - treatment,Case - treatment - high risk,,EFSA Reputation barometer,Q9.1|Q9.6|Q9.7|Q9.4|Q9.5|Q9.3|Q9.2,Q10.1|Q10.2|Q10.3|Q10.4|Q105|Q10.12|Q10.11|Q10.5|Q10.8|Q10.14|Q10.13|Q10.9|Q10.15|Q10.10|Q10.7|Q10.6,EFSA_survey2_power_group
R_UZ4TnK2clt5bq1z,Default Response Set,Anonymous,,,,0,4/2/2019 16:16,4/2/2019 16:48,0,1,1,MSIE,11,Windows NT 10.0,1440x900,32.0.0,1,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; .NET4.0C; .NET4.0E; .NET CLR 2.0.50727; .NET CLR 3.0.30729; .NET CLR 3.5.30729; rv:11.0) like Gecko,1,1,,1,,,,,,5,,1,9,10,9,12,10,,8,23.015,45.671,46.614,4,,,,,,,,,,,,,1,8,1,8,8,1,5,5,5,2,9,4,8,8,1,1,1,0,0,30.777,0,1,42.272,42.272,43.2,1,1,61.133,61.133,62.088,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,6,9,6,6,7,1,2,3,8,7,8,7,7,7,7,7,7,7,7,7,7,"providing scientific advice that is based on the expertise of its network of scientists and staff and the quality of its science-based information and methodologies, which are grounded in internationally recognised standards.",7.079,197.391,229.466,6,1,12,12,7,7,12,12,9,9,1,1,4,4,2,2,2,12,7,7,1,4,1,3,,,1,,,,,,,,,,,,,1,,,,,,2,,1,,,,,,,2,,2,,2,,2,,,Opinion about EU - treatment,Case - treatment - low risk,,EFSA Reputation barometer,Q9.1|Q9.3|Q9.4|Q9.2|Q9.7|Q9.6|Q9.5,Q10.1|Q10.2|Q10.3|Q10.4|Q105|Q10.14|Q10.15|Q10.9|Q10.8|Q10.10|Q10.6|Q10.12|Q10.13|Q10.7|Q10.5|Q10.11,EFSA_survey2_power_group
R_XEPQ7F9S9WzjZwl,Default Response Set,Anonymous,,,,0,4/2/2019 16:32,4/2/2019 16:56,0,1,1,Chrome,73.0.3683.86,Windows NT 10.0,1536x864,-1,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/73.0.3683.86 Safari/537.36",1,1,,1,,,,1,"Trade, Consumer protection ",3,,,,,,,,,,,,,,1,10,10,10,10,10,10,10,6.367,10.856,16.336,4,1,2,1,2,2,1,8,10,9,8,8,9,4,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,9.144,0,1,0,0,14.003,0,1,0,0,6.145,0,1,10,6,4,10,10,3,1,2,3,10,9,10,10,8,7,10,9,10,10,9,10,10,Independence  / High scientific quality,3.337,3.337,19.958,1,1,12,12,8,11,8,2,8,11,2,1,2,4,7,7,7,7,7,7,1,4,1,3,,1,,,,,,,,,,,,,,1,,,,,,2,,1,,,,,,,,1,,2,2,,2,,,Opinion about EU - control,,Case - control - high risk,EFSA Reputation barometer,Q9.1|Q9.2|Q9.4|Q9.3|Q9.7|Q9.5|Q9.6,Q10.1|Q10.2|Q10.3|Q10.4|Q105|Q10.14|Q10.11|Q10.7|Q10.5|Q10.9|Q10.8|Q10.15|Q10.12|Q10.10|Q10.6|Q10.13,EFSA_survey2_power_group
R_1pt99hFCT3gUoNL,Default Response Set,Anonymous,,,,0,4/2/2019 17:02,4/2/2019 17:19,0,1,1,Chrome,73.0.3683.86,Windows NT 10.0,1920x1080,-1,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/73.0.3683.86 Safari/537.36",1,,,1,,,,,,2,,1,6,6,6,,9,,,18.947,18.947,46.674,1,,,,,,,,,,,,,1,3,1,3,3,1,8,10,8,5,7,6,13,13,1,,,,,,,,,,,,,,,,,1,1,0,0,10.432,0,1,0,0,17.429,0,1,0,0,54.954,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9,7,3,9,10,2,1,6,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Opinion about EU - treatment,Case - treatment - high risk,,EFSA Reputation barometer,Q9.1|Q9.7|Q9.2|Q9.3|Q9.6|Q9.4|Q9.5,Q10.1|Q10.2|Q10.3|Q10.4|Q105|Q10.7|Q10.10|Q10.12|Q10.15|Q10.11|Q10.6|Q10.8|Q10.9|Q10.14|Q10.5|Q10.13,EFSA_survey2_power_group
R_1OI71lDhgLke5Zm,Default Response Set,Anonymous,,,,0,4/2/2019 17:22,4/2/2019 17:31,0,1,1,Chrome,73.0.3683.86,Windows NT 10.0,1280x1024,-1,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/73.0.3683.86 Safari/537.36",1,,,1,,,,,,1,,,,,,,,,,,,,,1,11,11,11,8,9,11,10,7.735,18.223,19.191,7,1,4,1,7,8,1,8,6,9,4,9,8,8,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,3.522,0,1,0,0,4.528,0,1,0,0,8.684,0,,,,,,,,,,,,,,,,,1,6,6,6,6,6,6,1,5,5,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Opinion about EU - control,,Case - control - low risk,EFSA Reputation barometer,Q9.1|Q9.4|Q9.2|Q9.3|Q9.7|Q9.5|Q9.6,Q10.1|Q10.2|Q10.3|Q10.4|Q105|Q10.5|Q10.9|Q10.14|Q10.6|Q10.12|Q10.13|Q10.15|Q10.8|Q10.10|Q10.11|Q10.7,EFSA_survey2_power_group
R_2dSlt8dQBn8JOCO,Default Response Set,Anonymous,,,,0,4/9/2019 17:38,4/9/2019 17:53,1,1,1,Chrome,73.0.3683.86,Windows NT 10.0,1920x1080,-1,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/73.0.3683.86 Safari/537.36",1,,,1,,,,,,5,,,,,,,,,,,,,,1,10,10,7,11,11,9,9,10.521,18.714,26.354,4,1,3,1,5,2,1,11,9,6,5,10,10,10,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,22.565,0,1,0,0,19.218,0,1,0,0,68.381,0,1,11,1,1,11,11,3,1,1,3,11,10,10,10,11,3,11,9,11,11,11,10,9,evidence based recommendations,7.584,7.584,25.518,1,1,5,2,2,11,5,5,5,7,6,6,6,4,2,2,2,2,2,2,1,4,1,4,,,,,1,,,,,,,,1,,,,,,,,,1,,,,,,,,,,1,,2,2,,2,,1,Opinion about EU - control,,Case - control - high risk,EFSA Reputation barometer,Q9.1|Q9.2|Q9.3|Q9.5|Q9.6|Q9.7|Q9.4,Q10.1|Q10.2|Q10.3|Q10.4|Q105|Q10.10|Q10.15|Q10.8|Q10.5|Q10.7|Q10.14|Q10.11|Q10.6|Q10.9|Q10.12|Q10.13,EFSA_survey2_power_group
R_3HIDWa9K8g3X24N,Default Response Set,Anonymous,,,,0,4/2/2019 18:03,4/2/2019 18:04,0,1,1,Safari iPhone,12,iPhone,320x568,-1,,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_1_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Mobile/15E148 Safari/604.1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EFSA_survey2_power_group
R_25ZsL3s2ylW4iVA,Default Response Set,Anonymous,,,,0,4/2/2019 18:39,4/2/2019 18:40,0,1,1,Chrome,72.0.3626.121,Macintosh,1280x800,-1,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.121 Safari/537.36",1,,,,,,,1,Industry,6,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Opinion about EU - treatment,,,,,,EFSA_survey2_power_group
R_1CrrMAC0X4KM7Mt,Default Response Set,Anonymous,,,,0,4/3/2019 9:37,4/3/2019 9:42,0,1,1,Chrome,73.0.3683.86,Windows NT 10.0,1680x1050,-1,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/73.0.3683.86 Safari/537.36",1,1,,1,,,,,,3,,,,,,,,,,,,,,1,10,10,10,10,10,10,10,4.294,5.79,6.518,4,1,1,1,3,1,1,9,10,8,6,9,6,6,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,3.735,0,1,0,0,4.095,0,1,0,0,17.727,0,1,8,9,4,6,8,8,1,8,6,8,3,9,9,9,9,9,9,9,9,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Opinion about EU - control,,Case - control - high risk,EFSA Reputation barometer,Q9.1|Q9.2|Q9.6|Q9.3|Q9.5|Q9.4|Q9.7,Q10.1|Q10.2|Q10.3|Q10.4|Q105|Q10.9|Q10.6|Q10.14|Q10.11|Q10.13|Q10.15|Q10.5|Q10.10|Q10.8|Q10.12|Q10.7,EFSA_survey2_power_group
R_PLLKogFsV6bO1QB,Default Response Set,Anonymous,,,,0,4/3/2019 10:34,4/3/2019 11:16,0,1,1,Firefox,66,Windows NT 10.0,1920x1080,-1,,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:66.0) Gecko/20100101 Firefox/66.0,1,,,,1,,,,,5,,,,,,,,,,,,,,1,10,4,9,12,8,9,12,4.863,8.982,9.952,4,1,9,1,9,11,1,8,4,6,5,10,6,7,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,3.783,0,1,0,0,3.157,0,1,0,0,12.725,0,,,,,,,,,,,,,,,,,1,7,8,8,7,7,9,1,7,9,7,6,8,6,7,6,6,6,7,8,6,6,6,"regulation, controversy",2.81,2038.722,2053.261,2,1,12,9,12,7,7,11,7,8,1,5,1,4,12,7,12,12,9,12,1,2,2,3,,1,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,2,,2,,1,,,,,Opinion about EU - control,,Case - control - low risk,EFSA Reputation barometer,Q9.1|Q9.5|Q9.7|Q9.4|Q9.3|Q9.2|Q9.6,Q10.1|Q10.2|Q10.3|Q10.4|Q105|Q10.14|Q10.12|Q10.11|Q10.5|Q10.13|Q10.10|Q10.15|Q10.7|Q10.8|Q10.9|Q10.6,EFSA_survey2_power_group
R_7R4qVwp9O4D4vS1,Default Response Set,Anonymous,,,,0,4/3/2019 13:45,4/3/2019 15:04,0,1,1,Chrome,73.0.3683.86,Windows NT 10.0,1920x1080,-1,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/73.0.3683.86 Safari/537.36",1,1,,1,1,,,,,3,,1,11,6,9,12,9,12,12,14.087,20.743,21.933,4,,,,,,,,,,,,,1,2,1,2,2,1,8,7,10,6,6,6,4,13,1,,,,,,,,,,,,,,,,,1,1,0,0,9.591,0,1,0,0,13.886,0,1,0,0,28.579,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,11,1,1,11,11,6,1,1,1,11,7,10,10,8,10,10,10,10,10,10,9,10,"good scientific work and engagement with stakeholders from all sides (NGOs, consumers, industry).",1.988,1.988,41.786,1,1,12,12,12,11,12,12,12,11,1,1,1,5,1,1,1,1,1,1,1,2,2,3,,1,,,,,,,,,,,,,,1,,,,,,2,1,,,,,,,,,1,,2,2,,1,,,Opinion about EU - treatment,Case - treatment - high risk,,EFSA Reputation barometer,Q9.1|Q9.7|Q9.4|Q9.6|Q9.3|Q9.2|Q9.5,Q10.1|Q10.2|Q10.3|Q10.4|Q105|Q10.10|Q10.9|Q10.14|Q10.13|Q10.6|Q10.11|Q10.8|Q10.15|Q10.12|Q10.7|Q10.5,EFSA_survey2_power_group
R_3D8gESUm9Boljtm,Default Response Set,Anonymous,,,,0,4/10/2019 16:49,4/10/2019 17:05,1,1,1,Safari iPhone,12,iPhone,375x667,-1,,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Mobile/15E148 Safari/604.1",1,1,,,1,,,,,3,,1,9,8,9,9,11,11,8,8.989,41.388,42.873,17,,,,,,,,,,,,,1,2,1,1,1,1,9,11,9,10,9,10,13,13,1,1,1,9.757,9.757,10.579,1,1,5.041,24.948,25.54,3,1,12.27,47.287,47.949,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,11,1,1,11,11,6,1,1,1,11,11,9,9,9,6,10,10,10,11,7,10,10,Protecting the population and advice policy makers ,15.656,15.694,46.201,2,1,8,8,11,11,11,1,11,11,6,1,7,7,7,1,8,1,12,12,1,4,2,3,,,,,,,,1,,,,,,,,1,,,,,,2,1,,,,,,,,2,,2,,1,,,,1,Opinion about EU - treatment,Case - treatment - low risk,,EFSA Reputation barometer,Q9.1|Q9.4|Q9.7|Q9.2|Q9.6|Q9.5|Q9.3,Q10.1|Q10.2|Q10.3|Q10.4|Q105|Q10.13|Q10.8|Q10.10|Q10.5|Q10.9|Q10.15|Q10.6|Q10.12|Q10.14|Q10.7|Q10.11,EFSA_survey2_power_group
